,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,1
18,0
19,0
20,1
21,0
22,0
23,0
24,0
25,0
26,1
27,0
28,1
29,0
30,1
31,1
32,1
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,0
41,0
42,0
43,1
44,1
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,1
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,1
73,1
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,1
83,1
84,1
85,1
86,0
87,1
88,0
89,1
90,0
91,0
92,0
93,1
94,0
95,1
96,0
97,0
98,1
99,0
100,0
101,0
102,0
103,0
104,0
105,1
106,0
107,1
108,0
109,0
110,0
111,1
112,0
113,1
114,1
115,1
116,0
117,1
118,1
119,0
120,0
121,0
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,1
130,0
131,0
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,0
142,0
143,1
144,0
145,1
146,1
147,0
148,0
149,0
150,1
151,1
152,0
153,0
154,0
155,1
156,0
157,0
158,0
159,0
160,1
161,1
162,0
163,0
164,0
165,0
166,1
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,1
179,1
180,0
181,0
182,0
183,0
184,1
185,0
186,0
187,0
188,1
189,1
190,1
191,0
192,0
193,0
194,1
195,0
196,0
197,1
198,1
199,0
200,0
201,0
202,1
203,1
204,0
205,0
206,1
207,0
208,0
209,0
210,0
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,0
229,0
230,1
231,1
232,1
233,1
234,1
235,0
236,0
237,0
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,1
246,1
247,0
248,0
249,0
250,0
251,1
252,0
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,0
267,0
268,1
269,1
270,0
271,0
272,0
273,1
274,0
275,0
276,1
277,0
278,0
279,1
280,1
281,1
282,0
283,0
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,0
292,0
293,0
294,0
295,0
296,1
297,0
298,1
299,0
300,1
301,1
302,1
303,0
304,0
305,0
306,0
307,0
308,1
309,1
310,0
311,1
312,1
313,1
314,0
315,0
316,1
317,0
318,1
319,1
320,0
321,0
322,1
323,1
324,1
325,0
326,1
327,1
328,1
329,0
330,0
331,1
332,0
333,1
334,0
335,0
336,1
337,1
338,1
339,1
340,0
341,0
342,1
343,1
344,1
345,1
346,0
347,1
348,0
349,1
350,1
351,0
352,1
353,0
354,1
355,0
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,0
365,0
366,0
367,0
368,1
369,1
370,1
371,1
372,0
373,0
374,0
375,1
376,1
377,0
378,1
379,1
380,0
381,1
382,0
383,1
384,0
385,1
386,1
387,0
388,1
389,1
390,0
391,0
392,1
393,0
394,1
395,0
396,0
397,1
398,0
399,1
