,0
0,1
1,0
2,0
3,0
4,1
5,0
6,0
7,1
8,1
9,0
10,1
11,1
12,0
13,0
14,0
15,1
16,0
17,0
18,1
19,1
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,1
28,1
29,0
30,1
31,1
32,0
33,0
34,0
35,1
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,0
45,1
46,0
47,0
48,1
49,0
50,1
51,1
52,1
53,0
54,0
55,0
56,0
57,1
58,1
59,1
60,0
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,1
72,0
73,1
74,1
75,0
76,0
77,0
78,1
79,0
80,1
81,1
82,1
83,0
84,0
85,0
86,0
87,1
88,0
89,0
90,0
91,0
92,1
93,1
94,0
95,1
96,1
97,1
98,1
99,0
100,0
101,1
102,0
103,0
104,0
105,1
106,1
107,1
108,1
109,0
110,0
111,1
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,1
120,1
121,1
122,1
123,0
124,0
125,0
126,1
127,1
128,1
129,0
130,1
131,0
132,1
133,1
134,1
135,1
136,0
137,1
138,0
139,0
140,1
141,1
142,0
143,1
144,0
145,1
146,0
147,0
148,0
149,1
150,1
151,0
152,0
153,1
154,1
155,0
156,1
157,1
158,0
159,1
160,0
161,0
162,1
163,1
164,1
165,0
166,0
167,1
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,1
178,0
179,1
180,1
181,0
182,1
183,0
184,0
185,1
186,0
187,1
188,1
189,1
190,1
191,0
192,1
193,0
194,0
195,1
196,0
197,1
198,0
199,0
200,1
201,0
202,0
203,1
204,1
205,0
206,0
207,1
208,0
209,0
210,1
211,0
212,0
213,0
214,0
215,0
216,1
217,0
218,0
219,1
220,1
221,1
222,0
223,1
224,1
225,0
226,1
227,1
228,0
229,0
230,1
231,0
232,0
233,1
234,0
235,1
236,1
237,0
238,0
239,1
240,0
241,0
242,0
243,0
244,1
245,1
246,0
247,1
248,1
249,0
250,1
251,1
252,0
253,0
254,0
255,0
256,1
257,1
258,0
259,1
260,1
261,0
262,0
263,1
264,0
265,1
266,0
267,1
268,0
269,1
270,0
271,0
272,1
273,1
274,1
275,0
276,1
277,1
278,0
279,1
280,0
281,0
282,1
283,0
284,1
285,0
286,0
287,0
288,1
289,1
290,0
291,1
292,0
293,1
294,0
295,1
296,0
297,0
298,0
299,1
300,0
301,1
302,0
303,1
304,1
305,1
306,0
307,1
308,0
309,1
310,0
311,1
312,0
313,1
314,1
315,1
316,0
317,0
318,1
319,0
320,1
321,0
322,0
323,1
324,1
325,0
326,0
327,0
328,1
329,0
330,0
331,0
332,1
333,0
334,1
335,0
336,0
337,1
338,1
339,0
340,0
341,1
342,0
343,1
344,1
345,1
346,0
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,0
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,0
364,0
365,1
366,1
367,0
368,1
369,1
370,0
371,0
372,1
373,0
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,0
384,1
385,1
386,0
387,0
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,0
396,0
397,1
398,1
399,0
400,1
401,1
402,0
403,1
404,1
405,1
406,0
407,1
408,1
409,1
410,0
411,0
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,0
423,1
424,1
425,1
426,1
427,1
428,0
429,1
430,1
431,0
432,1
433,1
434,1
435,1
436,1
437,0
438,1
439,1
440,0
441,1
442,0
443,0
444,1
445,1
446,0
447,1
448,1
449,1
450,1
451,0
452,1
453,1
454,0
455,0
456,1
457,0
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,0
467,1
468,1
469,1
470,1
471,1
472,0
473,0
474,0
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,0
492,1
493,0
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,0
503,1
504,0
505,0
506,1
507,1
508,0
509,1
510,1
511,1
512,1
513,1
514,0
515,1
516,1
517,1
518,1
519,1
520,0
521,0
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,0
532,0
533,1
534,1
535,1
536,0
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,0
546,0
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,0
566,0
567,0
568,1
569,1
570,1
571,0
572,1
573,1
574,1
575,1
576,1
577,0
578,1
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,0
594,1
595,1
596,1
597,0
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,0
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,0
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,0
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,0
647,1
648,1
649,1
650,1
651,0
652,1
653,0
654,1
655,1
656,1
657,0
658,1
659,0
660,1
661,0
662,1
663,1
664,1
665,0
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,0
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,0
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,0
716,1
717,1
718,1
719,1
720,1
721,0
722,1
723,1
724,1
725,1
726,0
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,0
735,1
736,0
737,1
738,1
739,0
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,0
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,0
756,1
757,1
758,1
759,1
760,1
761,0
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,0
794,1
795,0
796,1
797,1
798,1
799,0
