,0
0,1
1,0
2,0
3,0
4,0
5,1
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,0
41,0
42,0
43,1
44,0
45,0
46,1
47,1
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,1
74,0
75,0
76,0
77,1
78,0
79,1
80,0
81,1
82,0
83,0
84,0
85,0
86,1
87,0
88,0
89,0
90,1
91,1
92,0
93,0
94,0
95,1
96,0
97,1
98,1
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,1
110,1
111,0
112,1
113,0
114,0
115,0
116,1
117,1
118,0
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,1
127,1
128,1
129,0
130,0
131,0
132,1
133,1
134,0
135,0
136,0
137,0
138,0
139,1
140,0
141,1
142,0
143,0
144,1
145,0
146,0
147,1
148,1
149,0
150,1
151,0
152,0
153,1
154,1
155,1
156,0
157,1
158,0
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,1
168,0
169,0
170,1
171,0
172,1
173,1
174,0
175,1
176,0
177,0
178,1
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,0
187,1
188,1
189,0
190,0
191,1
192,1
193,1
194,0
195,1
196,0
197,0
198,0
199,0
200,0
201,1
202,0
203,0
204,0
205,1
206,0
207,1
208,0
209,1
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,1
218,1
219,0
220,0
221,0
222,1
223,1
224,1
225,0
226,0
227,1
228,0
229,1
230,1
231,0
232,0
233,1
234,1
235,1
236,0
237,0
238,0
239,1
240,0
241,0
242,0
243,0
244,0
245,1
246,1
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,1
256,0
257,0
258,0
259,1
260,1
261,0
262,1
263,0
264,0
265,1
266,0
267,0
268,1
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,1
280,1
281,0
282,0
283,1
284,1
285,0
286,0
287,0
288,0
289,0
290,0
291,1
292,1
293,1
294,0
295,0
296,0
297,0
298,1
299,0
300,0
301,1
302,1
303,0
304,0
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,1
315,0
316,0
317,0
318,0
319,1
320,0
321,0
322,0
323,0
324,0
325,1
326,0
327,0
328,1
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,1
338,0
339,1
340,0
341,1
342,0
343,0
344,0
345,0
346,0
347,1
348,0
349,0
350,0
351,0
352,1
353,1
354,1
355,0
356,0
357,0
358,0
359,0
360,1
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,1
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,1
377,0
378,0
379,0
380,1
381,0
382,0
383,0
384,1
385,0
386,0
387,0
388,0
389,1
390,0
391,0
392,0
393,0
394,1
395,0
396,0
397,0
398,1
399,1
