,0
0,0
1,0
2,0
3,0
4,1
5,1
6,1
7,0
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,0
19,0
20,1
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,0
45,0
46,1
47,1
48,1
49,0
50,1
51,0
52,0
53,0
54,0
55,0
56,1
57,0
58,0
59,0
60,1
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,0
71,0
72,1
73,0
74,0
75,1
76,1
77,1
78,0
79,0
80,1
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,1
90,1
91,0
92,0
93,1
94,0
95,1
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,1
107,0
108,1
109,0
110,1
111,0
112,0
113,0
114,1
115,1
116,0
117,1
118,1
119,0
120,0
121,1
122,1
123,0
124,0
125,1
126,1
127,0
128,0
129,1
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,1
140,0
141,0
142,0
143,0
144,0
145,0
146,1
147,0
148,0
149,0
150,1
151,1
152,0
153,1
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,1
167,0
168,1
169,1
170,0
171,0
172,1
173,1
174,0
175,0
176,0
177,1
178,0
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,1
188,0
189,1
190,1
191,0
192,0
193,0
194,0
195,0
196,0
197,1
198,0
199,1
200,0
201,0
202,1
203,0
204,0
205,1
206,1
207,0
208,1
209,0
210,1
211,1
212,0
213,0
214,0
215,1
216,0
217,1
218,1
219,1
220,0
221,1
222,0
223,0
224,0
225,0
226,1
227,1
228,1
229,1
230,0
231,1
232,0
233,0
234,0
235,1
236,0
237,0
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,0
246,0
247,0
248,0
249,1
250,1
251,0
252,0
253,0
254,0
255,1
256,1
257,0
258,0
259,0
260,0
261,0
262,1
263,0
264,0
265,1
266,0
267,1
268,1
269,1
270,0
271,0
272,0
273,1
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,0
282,0
283,1
284,0
285,1
286,0
287,1
288,0
289,1
290,0
291,0
292,1
293,0
294,0
295,1
296,1
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,1
307,0
308,0
309,0
310,0
311,1
312,1
313,0
314,0
315,1
316,1
317,0
318,0
319,0
320,0
321,1
322,0
323,1
324,0
325,1
326,0
327,1
328,1
329,0
330,0
331,1
332,1
333,0
334,0
335,1
336,1
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,1
348,1
349,1
350,0
351,0
352,1
353,0
354,1
355,1
356,1
357,0
358,1
359,1
360,1
361,0
362,1
363,1
364,0
365,1
366,0
367,0
368,0
369,0
370,1
371,0
372,1
373,1
374,1
375,1
376,1
377,0
378,1
379,1
380,0
381,1
382,0
383,1
384,0
385,0
386,1
387,0
388,0
389,1
390,1
391,0
392,1
393,1
394,0
395,1
396,0
397,0
398,0
399,1
400,0
401,0
402,1
403,1
404,0
405,1
406,0
407,0
408,0
409,1
410,1
411,1
412,1
413,0
414,1
415,0
416,1
417,1
418,0
419,1
420,0
421,0
422,0
423,0
424,0
425,1
426,0
427,0
428,1
429,1
430,1
431,0
432,1
433,0
434,1
435,0
436,1
437,1
438,1
439,1
440,0
441,0
442,0
443,0
444,1
445,1
446,1
447,0
448,1
449,0
450,0
451,1
452,1
453,0
454,0
455,0
456,1
457,1
458,0
459,0
460,1
461,1
462,0
463,0
464,0
465,1
466,1
467,1
468,0
469,1
470,1
471,0
472,1
473,0
474,1
475,1
476,1
477,0
478,1
479,1
480,1
481,1
482,1
483,0
484,1
485,1
486,1
487,0
488,1
489,0
490,1
491,1
492,1
493,0
494,1
495,0
496,0
497,1
498,0
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,1
507,0
508,1
509,0
510,1
511,0
512,1
513,0
514,1
515,0
516,0
517,1
518,0
519,0
520,0
521,1
522,0
523,1
524,1
525,0
526,1
527,0
528,1
529,0
530,0
531,1
532,0
